日付	国内合計	北海道	青森県	岩手県	宮城県	秋田県	山形県	福島県	茨城県	栃木県	群馬県	埼玉県	千葉県	東京都	神奈川県	新潟県	富山県	石川県	福井県	山梨県	長野県	岐阜県	静岡県	愛知県	三重県	滋賀県	京都府	大阪府	兵庫県	奈良県	和歌山県	鳥取県	島根県	岡山県	広島県	山口県	徳島県	香川県	愛媛県	高知県	福岡県	佐賀県	長崎県	熊本県	大分県	宮崎県	鹿児島県	沖縄県
2020/5/18	9.51120340501082E-02	0.361904761904762	8.02568218298555E-02	0	0	0	0	0	0	0	0	0.054421768707483	3.19539862597859E-02	0.373536383880468	0.15220700152207	0	0.574712643678161	0.439367311072056	0	0	0	5.03271263210871E-02	0	0	0	0	3.87146728610143E-02	0.10216823703031	7.31796560556165E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	6.88231245698555E-02
2020/5/19	8.16378292263429E-02	0.266666666666667	8.02568218298555E-02	0	0	0	0	0	0	0	0	4.08163265306122E-02	3.19539862597859E-02	0.344802815889663	0.119591215481626	0	0.478927203065134	0.263620386643234	0	0	0	5.03271263210871E-02	0	0	0	0	3.87146728610143E-02	0.10216823703031	7.31796560556165E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/5/20	7.13340255375811E-02	0.171428571428571	8.02568218298555E-02	0	0	0	0	0	0	0	5.14933058702369E-02	2.72108843537415E-02	3.19539862597859E-02	0.316069247898858	9.78473581213307E-02	0	0.383141762452107	0.263620386643234	0	0	0	5.03271263210871E-02	0	0	0	0	3.87146728610143E-02	0.10216823703031	5.48847420417124E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/5/21	6.81636244025775E-02	0.133333333333333	8.02568218298555E-02	0	0	0	0	0	0	0	5.14933058702369E-02	1.36054421768707E-02	6.39079725195718E-02	0.316069247898858	0.076103500761035	0	0.28735632183908	0.175746924428823	0	0	0	0	0	0	0	0	3.87146728610143E-02	0.147576342377114	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/5/22	6.57858235513248E-02	0.114285714285714	8.02568218298555E-02	0	0	0	0	0	0	0	5.14933058702369E-02	1.36054421768707E-02	3.19539862597859E-02	0.316069247898858	8.69754294411829E-02	0	0.28735632183908	0.351493848857645	0	0	0	0	0	0	0	0	3.87146728610143E-02	0.113520263367011	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/5/23	6.02376215650685E-02	9.52380952380952E-02	8.02568218298555E-02	0	0	0	0	0	0	0	5.14933058702369E-02	0	3.19539862597859E-02	0.294519071905754	8.69754294411829E-02	0	0.28735632183908	0.263620386643234	0	0	0	0	0	0	0	0	3.87146728610143E-02	9.08162106936088E-02	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/5/24	0.064200622983823	9.52380952380952E-02	8.02568218298555E-02	0	0	0	0	0	0	0	5.14933058702369E-02	0	3.19539862597859E-02	0.308885855901157	8.69754294411829E-02	0	0.28735632183908	0.263620386643234	0	0	0	0	0	0	0	0	3.87146728610143E-02	9.08162106936088E-02	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0.17162471395881	0	0	0	0
2020/5/25	6.57858235513248E-02	0.114285714285714	0	0	0	0	0	0	0	0	5.14933058702369E-02	1.36054421768707E-02	3.19539862597859E-02	0.337619423891962	9.78473581213307E-02	0	9.57854406130268E-02	0.175746924428823	0	0.123304562268804	0	0	0	0	0	0	3.87146728610143E-02	9.08162106936088E-02	3.65898280278083E-02	0	0	0	0	0	3.56633380884451E-02	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/5/26	6.89562246863284E-02	0.133333333333333	0	0	0	0	0	0	0.034965034965035	0	5.14933058702369E-02	1.36054421768707E-02	3.19539862597859E-02	0.344802815889663	8.69754294411829E-02	0	9.57854406130268E-02	0.175746924428823	0	0.123304562268804	0	0	0	0	0	0	3.87146728610143E-02	0.113520263367011	3.65898280278083E-02	0	0	0	0	0	3.56633380884451E-02	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/5/27	7.13340255375811E-02	0.133333333333333	0	0	0	0	0	0	0.034965034965035	0	0	1.36054421768707E-02	3.19539862597859E-02	0.351986207887364	0.108719286801479	0	0.191570881226054	0.175746924428823	0	0.123304562268804	0	0	0	0	0	0	7.74293457220287E-02	0.10216823703031	3.65898280278083E-02	0	0	0	0	0	3.56633380884451E-02	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/5/28	6.18228221325703E-02	0.152380952380952	0	0	0	0	0	0	0.034965034965035	0	0	1.36054421768707E-02	0.015976993129893	0.308885855901157	9.78473581213307E-02	0	9.57854406130268E-02	0.175746924428823	0	0.123304562268804	0	0	0	0	0	0	7.74293457220287E-02	6.81121580202066E-02	3.65898280278083E-02	0	0	0	0	0	3.56633380884451E-02	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/5/29	6.18228221325703E-02	0.152380952380952	0	0	0	0	0	0	0.034965034965035	0	0	2.72108843537415E-02	0.015976993129893	0.280152287910351	0.119591215481626	0	9.57854406130268E-02	0	0	0.123304562268804	0	0	0	0	0	0	0.116144018583043	6.81121580202066E-02	5.48847420417124E-02	0	0	0	0	0	3.56633380884451E-02	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/5/30	0.056274620146314	0.152380952380952	0	0	0	0	0	0	0.034965034965035	0	0	2.72108843537415E-02	0.015976993129893	0.237051935924143	0.119591215481626	0	9.57854406130268E-02	8.78734622144113E-02	0	0.123304562268804	0	0	0	0	0	0	0.116144018583043	5.67601316835055E-02	3.65898280278083E-02	0	0	0	0	0	3.56633380884451E-02	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/5/31	4.91412175925559E-02	0.133333333333333	0	0	0	0	0	0	0.034965034965035	0	0	2.72108843537415E-02	0.015976993129893	0.179584799942533	0.119591215481626	0	9.57854406130268E-02	8.78734622144113E-02	0	0.123304562268804	0	0	0	0	0	0	0.116144018583043	5.67601316835055E-02	3.65898280278083E-02	0	0	0	0	0	3.56633380884451E-02	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/6/1	3.80448136200433E-02	9.52380952380952E-02	0	0	0	0	0	0	0.034965034965035	0	0	1.36054421768707E-02	0.015976993129893	0.122117663960922	0.119591215481626	0	9.57854406130268E-02	8.78734622144113E-02	0	0	0	0	0	0	0	0	7.74293457220287E-02	5.67601316835055E-02	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/6/2	3.32892119175379E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	1.36054421768707E-02	0.015976993129893	0.100567487967818	0.108719286801479	0	9.57854406130268E-02	8.78734622144113E-02	0	0	0	0	0	0	0	0	7.74293457220287E-02	4.54081053468044E-02	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	0	0	3.91849529780564E-02	0	0	0	0	0	0	0
2020/6/3	2.85336102150325E-02	5.71428571428571E-02	0	0	0	0	0	0	0	0	0	2.72108843537415E-02	0.015976993129893	7.18339199770131E-02	8.69754294411829E-02	0	0	0.175746924428823	0	0	0	0	0	0	0	0	3.87146728610143E-02	4.54081053468044E-02	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	0	0	3.91849529780564E-02	0	0	0	0	0	0	6.88231245698555E-02
2020/6/4	2.61558093637798E-02	5.71428571428571E-02	0	0	0	0	0	0	0	0	0	4.08163265306122E-02	0	5.74671359816105E-02	9.78473581213307E-02	0	0	0.175746924428823	0	0	0	0	0	0	0	0	3.87146728610143E-02	2.27040526734022E-02	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	0	0	3.91849529780564E-02	0	0	0	0	0	0	6.88231245698555E-02
2020/6/5	2.21928079450252E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	4.08163265306122E-02	0	5.02837439839092E-02	5.43596434007393E-02	0	0	0.263620386643234	0	0	0	0	0	0	0	0	3.87146728610143E-02	2.27040526734022E-02	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	6.88231245698555E-02
2020/6/6	1.98150070937725E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	4.08163265306122E-02	0	5.02837439839092E-02	5.43596434007393E-02	0	0	0.175746924428823	0	0	0	0	0	0	0	0	3.87146728610143E-02	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	6.88231245698555E-02
2020/6/7	1.90224068100216E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	4.08163265306122E-02	0	4.31003519862079E-02	5.43596434007393E-02	0	0	0.175746924428823	0	0	0	0	0	0	0	0	3.87146728610143E-02	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	6.88231245698555E-02
2020/6/8	1.74372062425198E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	4.08163265306122E-02	0	4.31003519862079E-02	3.26157860404436E-02	0	0	0.175746924428823	0	0	0	0	0	0	0	0	3.87146728610143E-02	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	6.88231245698555E-02
2020/6/9	1.50594053912671E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	4.08163265306122E-02	0	3.59169599885066E-02	2.17438573602957E-02	0	0	0.175746924428823	0	0	0	0	0	0	0	0	3.87146728610143E-02	0	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.88231245698555E-02
2020/6/10	1.34742048237653E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	2.72108843537415E-02	0	3.59169599885066E-02	3.26157860404436E-02	0	0	8.78734622144113E-02	0	0	0	0	0	0	0	0	3.87146728610143E-02	0	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/6/11	1.18890042562635E-02	5.71428571428571E-02	0	0	0	0	0	0	0	0	0	1.36054421768707E-02	0	2.87335679908053E-02	2.17438573602957E-02	0	0	8.78734622144113E-02	0	0	0	0	0	0	0	0	3.87146728610143E-02	1.13520263367011E-02	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/6/12	7.92600283750902E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0	0	2.87335679908053E-02	2.17438573602957E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.13520263367011E-02	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/6/13	7.13340255375811E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0	0	2.15501759931039E-02	2.17438573602957E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.13520263367011E-02	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/6/14	7.13340255375811E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0	0	2.15501759931039E-02	2.17438573602957E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.13520263367011E-02	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/6/15	8.71860312125992E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	1.36054421768707E-02	0	2.15501759931039E-02	3.26157860404436E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.13520263367011E-02	1.82949140139041E-02	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/6/16	9.51120340501082E-03	0	0	0	0	0	0	0	0	0	0	1.36054421768707E-02	0	3.59169599885066E-02	3.26157860404436E-02	0	0	0	0	0	0	0	0	0	0	0	0	2.27040526734022E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/6/17	1.18890042562635E-02	0.019047619047619	0	0	0	0	0	0	0	0	0	1.36054421768707E-02	0	4.31003519862079E-02	4.34877147205914E-02	0	0	0	0	0	0	0	0	0	0	0	0	2.27040526734022E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.95924764890282E-02	0	0	0	0	0	0	0
2020/6/18	1.03038036887617E-02	0.019047619047619	0	0	0	0	0	0	0	0	0	1.36054421768707E-02	0	4.31003519862079E-02	4.34877147205914E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/6/19	2.21928079450252E-02	3.80952380952381E-02	0	0	0	0	0	0	0	0	0	0.19047619047619	0	5.02837439839092E-02	4.34877147205914E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/6/20	2.21928079450252E-02	5.71428571428571E-02	0	0	0	0	0	0	0	0	0	0.19047619047619	0	4.31003519862079E-02	4.34877147205914E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/6/21	2.21928079450252E-02	5.71428571428571E-02	0	0	0	0	0	0	0	0	0	0.19047619047619	0	4.31003519862079E-02	4.34877147205914E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/6/22	2.21928079450252E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	0.17687074829932	0	5.02837439839092E-02	3.26157860404436E-02	0	0	0	0	0	0	0	0	0	0	0	0	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/6/23	2.53632090800289E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	0.17687074829932	0	5.02837439839092E-02	3.26157860404436E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79623824451411E-02	0	0	0	0	0	0	0
2020/6/24	2.53632090800289E-02	9.52380952380952E-02	0	0	0	0	0	0	0	0	0	0.17687074829932	0	5.74671359816105E-02	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79623824451411E-02	0	0	0	0	0	0	0
2020/6/25	2.61558093637798E-02	0.114285714285714	0	0	0	0	0	0	0	0	0	0.17687074829932	0	5.74671359816105E-02	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79623824451411E-02	0	0	0	0	0	0	0
2020/6/26	1.42668051075162E-02	9.52380952380952E-02	0	0	0	0	0	0	0	0	0	0	0	3.59169599885066E-02	3.26157860404436E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79623824451411E-02	0	0	0	0	0	0	0
2020/6/27	1.34742048237653E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	0	0	3.59169599885066E-02	3.26157860404436E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79623824451411E-02	0	0	0	0	0	0	0
2020/6/28	1.42668051075162E-02	9.52380952380952E-02	0	0	0	0	0	0	0	0	0	0	0	3.59169599885066E-02	3.26157860404436E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79623824451411E-02	0	0	0	0	0	0	0
2020/6/29	1.26816045400144E-02	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	0	0	2.87335679908053E-02	3.26157860404436E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79623824451411E-02	0	0	0	0	0	0	0
2020/6/30	7.92600283750902E-03	7.61904761904762E-02	0	0	0	0	0	0	0	0	0	0	0	1.43667839954026E-02	2.17438573602957E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/1	5.54820198625631E-03	3.80952380952381E-02	0	0	0	0	0	0	0	0	0	0	0	0	2.17438573602957E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/7/2	5.54820198625631E-03	3.80952380952381E-02	0	0	0	0	0	0	0	0	0	0	0	0	2.17438573602957E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/7/3	4.75560170250541E-03	5.71428571428571E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/7/4	4.75560170250541E-03	5.71428571428571E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/7/5	3.96300141875451E-03	3.80952380952381E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/7/6	4.75560170250541E-03	3.80952380952381E-02	0	0	0	0	0	0	0	0	0	1.36054421768707E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65898280278083E-02	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/7/7	4.75560170250541E-03	3.80952380952381E-02	0	0	0	0	0	0	0	0	0	2.72108843537415E-02	0.015976993129893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46825989544436E-02	0	0	0	0	0	0	0	0	0
2020/7/8	4.75560170250541E-03	3.80952380952381E-02	0	0	0	0	9.27643784786642E-02	0	0	0	0	2.72108843537415E-02	0.015976993129893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/9	4.75560170250541E-03	0.019047619047619	0	0	0	0	9.27643784786642E-02	0	0	0	0	2.72108843537415E-02	0.015976993129893	0	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/10	3.96300141875451E-03	0	0	0	0	0	9.27643784786642E-02	0	0	0	0	2.72108843537415E-02	0.015976993129893	0	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/11	3.96300141875451E-03	0	0	0	0	0	9.27643784786642E-02	0	0	0	0	2.72108843537415E-02	0.015976993129893	0	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/12	3.96300141875451E-03	0	0	0	0	0	9.27643784786642E-02	0	0	0	0	2.72108843537415E-02	0.015976993129893	0	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/13	3.17040113500361E-03	0	0	0	0	0	9.27643784786642E-02	0	0	0	0	1.36054421768707E-02	0.015976993129893	0	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/14	3.17040113500361E-03	0.019047619047619	0	0	0	0	9.27643784786642E-02	0	0	0	0	0	0	0	2.17438573602957E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/15	3.17040113500361E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0	0	7.18339199770131E-03	2.17438573602957E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/16	2.3778008512527E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0	0	7.18339199770131E-03	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/17	2.3778008512527E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0	0	7.18339199770131E-03	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/18	2.3778008512527E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0	0	7.18339199770131E-03	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/19	2.3778008512527E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0	0	7.18339199770131E-03	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/20	4.75560170250541E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	2.72108843537415E-02	0	1.43667839954026E-02	1.08719286801479E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/21	3.96300141875451E-03	0	0	0	0	0	0	0	0	0	0	4.08163265306122E-02	0	1.43667839954026E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/22	3.96300141875451E-03	0	0	0	0	0	0	0	0	0	0	4.08163265306122E-02	0	7.18339199770131E-03	0	0	0	0	0	0	0	0	0	1.32415254237288E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/23	5.54820198625631E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0.054421768707483	0	7.18339199770131E-03	0	0	0	0	0	0	0	0	0	1.32415254237288E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/24	6.34080227000721E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	0.054421768707483	0	7.18339199770131E-03	0	0	0	0	0	0	0	0	0	1.32415254237288E-02	0	0	0	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020/7/25	8.71860312125992E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	6.80272108843537E-02	0	1.43667839954026E-02	0	0	0	0	0	0	0	0	0	1.32415254237288E-02	0	0	0	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53579502637528E-02	0	0	0	0	0
2020/7/26	8.71860312125992E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	6.80272108843537E-02	0	1.43667839954026E-02	0	0	0	0	0	0	0	0	0	1.32415254237288E-02	0	0	0	1.13520263367011E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53579502637528E-02	0	0	0	0	0
2020/7/27	7.92600283750902E-03	0.019047619047619	0	0	0	0	0	0	0	0	0	4.08163265306122E-02	0	7.18339199770131E-03	0	0	0	0	0	0	0	0	0	1.32415254237288E-02	0	0	3.87146728610143E-02	2.27040526734022E-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53579502637528E-02	0	0	0	0	0
