日付	感染者数	感染者数(7日間平均)	感染者数(10万人あたり)	感染者数(10万人あたり・7日間平均)	感染者数(累計)	死者数	死者数(7日間平均)	死者数(累計)	重症者数	重症者数(7日間平均)	入院療養中	退院療養解除	退院療養解除(累計)	PCR検査数(自費検査を除く)	PCR検査数(自費検査を含む)
2021/5/1	5600	5001.14	4.43856158900505	27.7473507335516	594500	67	54.71	10293	1050	966.57	58722	3998	524642	79175	79175
2021/5/2	5619	5129.71	4.45362099439632	28.4606909889274	600119	65	55.57	10358	1084	993.14	60156	3828	528470	40780	40780
2021/5/3	4753	5214.29	3.76722914866804	28.9299103569079	604872	58	59.29	10416	1083	1017	61292	3749	532219	42529	42529
2021/5/4	4731	5245	3.74979194242552	29.1003194179144	609603	50	59.14	10466	1114	1040	61715	4102	536321	40927	40927
2021/5/5	3752	5007	2.97383626463338	27.7798473451854	613355	47	58.43	10513	1098	1061	61716	3623	539944	62959	62959
2021/5/6	4842	4873	3.83777057392187	27.036388279027	618197	72	56.29	10585	1131	1082.86	62453	3466	543410	90698	90698
2021/5/7	5506	4971.86	4.36405716233246	27.5848676753826	623703	113	67.43	10698	1131	1098.71	63315	5231	548641	124540	124540
2021/5/8	6494	5099.57	5.14714624267835	28.2934523290559	630197	121	75.14	10819	1144	1112.14	64966	4099	552740	101624	101624
2021/5/9	7013	5298.71	5.55850578994507	29.3983371246047	637210	53	73.43	10872	1152	1121.86	67038	4143	556883	40174	40174
2021/5/10	5760	5442.57	4.56537763440519	30.1964856103418	642970	65	74.43	10937	1177	1135.29	68061	4569	561452	106779	106779
2021/5/11	5881	5606.86	4.66128226873905	31.1079759366554	648851	123	84.86	11060	1189	1146	69255	4424	565876	119929	119929
2021/5/12	6926	6060.29	5.48954956525874	33.6236892372807	655777	101	92.57	11161	1214	1162.57	70104	5335	571211	127947	127947
2021/5/13	6911	6355.86	5.47766056100248	35.2635792243614	662688	90	95.14	11251	1209	1173.71	71144	5525	576736	126164	126164
2021/5/14	6291	6468	4.98624838507692	35.8857704471058	668979	110	94.71	11361	1231	1188	72760	5319	582055	130410	130410
2021/5/15	6142	6417.71	4.86815094279804	35.6067751472255	675121	98	91.43	11459	1223	1199.29	73424	5264	587319	112356	112356
2021/5/16	5171	6154.57	4.09853606727591	34.1468054245563	680292	45	90.29	11504	1227	1210	73235	5132	592451	42542	42542
2021/5/17	4647	5995.57	3.68321351859044	33.2646413087416	684939	116	97.57	11620	1235	1218.29	70565	7167	599618	118193	118193
2021/5/18	4877	5852.14	3.86551158385315	32.4688706238557	689816	228	112.57	11848	1293	1233.14	68228	6721	606339	113021	113021
2021/5/19	5544	5654.71	4.394175973115	31.3734970317119	695360	91	111.14	11939	1288	1243.71	66835	6185	612524	124887	124887
2021/5/20	5895	5509.57	4.67237867271156	30.568215143421	701255	110	114	12049	1294	1255.86	66721	6272	618796	124097	124097
2021/5/21	5365	5377.29	4.25230052232359	29.8342672806677	706620	109	113.86	12158	1303	1266.14	65752	6900	625696	123969	123969
2021/5/22	4740	5177	3.75692534497927	28.7230416828489	711360	88	112.43	12246	1304	1277.71	64765	5577	631273	98826	98826
2021/5/23	4580	5092.57	3.63010929957913	28.2546149151521	715940	62	114.86	12308	1300	1288.14	63968	5784	637057	35536	35536
2021/5/24	3044	4863.57	2.41267526373774	26.9840766602994	718984	86	110.57	12394	1294	1296.57	61541	5262	642319	104432	104432
2021/5/25	3621	4684.14	2.87000562746201	25.9885707039083	722605	98	92	12492	1413	1313.71	60260	4954	647273	104620	104620
2021/5/26	4307	4507.43	3.41372942211513	25.0081241529084	726912	105	94	12597	1371	1325.57	59210	5081	652354	120091	120091
2021/5/27	4024	4240.14	3.18942354181363	23.5251690220105	730936	113	94.43	12710	1375	1337.14	58515	4507	656861	119306	119306
2021/5/28	4156	4067.43	3.29404677926875	22.5669152789557	735092	106	94	12816	1383	1348.57	56022	7201	664062	112323	112323
2021/5/29	3621	3907.57	2.87000562746201	21.6799955614384	738713	101	95.86	12917	1347	1354.71	55439	4824	668886	94640	94640
2021/5/30	2811	3654.86	2.22799939762378	20.2778856594831	741524	47	93.71	12964	1349	1361.71	53676	4104	672990	30002	30002
2021/5/31	2219	3537	1.75878002964325	19.6239904253886	743743	81	93	13045	1323	1365.86	51512	4743	677733	90726	90726
2021/6/1	2415	3364.71	1.91412968525843	18.668114483185	746158	91	92	13136	1284	1347.43	49400	4735	682468	89408	89408
2021/6/2	3055	3185.86	2.421393866859	17.6757789279289	749213	105	92	13241	1227	1326.86	46897	5252	687720	94816	94816
2021/6/3	2867	3020.57	2.27238501351383	16.7587403996291	752080	119	92.86	13360	1198	1301.57	45419	4381	692101	91465	91465
2021/6/4	2589	2796.71	2.05204213463108	15.5167357549914	754669	85	89.86	13445	1157	1269.29	43211	4727	696828	90941	90941
2021/6/5	2656	2658.86	2.10514635364239	14.7518764811718	757325	74	86	13519	1131	1238.43	42051	3781	700609	71914	71914
2021/6/6	2073	2553.43	1.64306038821562	14.1669374717636	759398	51	86.57	13570	1120	1205.71	40992	3107	703716	22701	22701
2021/6/7	1488	2449	1.17938922222134	13.5875466643417	760886	71	85.14	13641	1099	1173.71	39005	3564	707280	78977	78977
2021/6/8	1727	2350.71	1.36882069003781	13.0422376691211	762613	98	86.14	13739	1055	1141	37068	3591	710871	80052	80052
2021/6/9	2171	2224.43	1.72073521602321	12.3415790182853	764784	98	85.14	13837	1015	1110.71	35268	4054	714925	94217	94217
2021/6/10	2110	2116.29	1.6723865987144	11.7415806034859	766894	66	77.57	13903	942	1074.14	33943	3375	718300	95262	95262
2021/6/11	1918	2020.43	1.52020734423423	11.209745813089	768812	69	75.29	13972	890	1036	32235	3537	721837	91021	91021
2021/6/12	1979	1923.71	1.56855596154303	10.6731554209896	770791	56	72.71	14028	852	996.14	31250	2925	724762	68292	68292
2021/6/13	1407	1828.57	1.11518859923752	10.1452836320115	772198	38	70.86	14066	849	957.43	30530	2716	727478	19789	19789
2021/6/14	1070	1768.86	0.848082303613465	9.81397671340367	773268	55	68.57	14121	827	918.57	28228	2865	730343	79785	79785
2021/6/15	1336	1713	1.0589139790912	9.50407000245706	774604	61	63.29	14182	845	888.57	25809	3622	733965	72292	72292
2021/6/16	1686	1643.71	1.33632407840402	9.11965886483787	776290	82	61	14264	805	858.57	24317	3270	737235	86652	86652
2021/6/17	1553	1564.14	1.23090824066515	8.67818050678862	777843	51	58.86	14315	775	834.71	22969	2635	739870	87455	87455
2021/6/18	1589	1517.14	1.25944185088018	8.41741501343457	779432	45	55.43	14360	740	813.29	21134	3583	743453	82750	82750
2021/6/19	1499	1448.57	1.1881078253426	8.03696687723414	780931	34	52.29	14394	714	793.57	20257	2200	745653	69985	69985
2021/6/20	1282	1430.71	1.01611356376866	7.93789184176528	782213	23	50.14	14417	721	775.29	19778	1796	747449	22142	22142
2021/6/21	1007	1421.71	0.798148485737158	7.88795802388897	783220	32	46.86	14449	697	756.71	18722	1997	749446	74226	74226
2021/6/22	1347	1423.29	1.06763258221246	7.89667662701023	784567	42	44.14	14491	646	728.29	18119	1901	751347	72479	72479
2021/6/23	1786	1437.57	1.41558410677911	7.97593665538532	786353	57	40.57	14548	629	703.14	17907	1953	753300	86041	86041
2021/6/24	1635	1449.29	1.29590146393272	8.0409298786529	787988	45	39.71	14593	590	676.71	17910	1878	755178	93341	93341
2021/6/25	1747	1471.86	1.38467269571283	8.16616072348554	789735	28	37.29	14621	577	653.43	17349	2049	757227	95330	95330
2021/6/26	1611	1487.86	1.2768790571227	8.25493195526564	791346	31	36.86	14652	567	632.43	17210	1660	758887	75861	75861
2021/6/27	1295	1489.71	1.02641736745742	8.2652357589544	792641	13	35.43	14665	564	610	17017	1452	760339	19598	19598
2021/6/28	1060	1497.29	0.840156300775956	8.3072435739932	793701	35	35.86	14700	552	589.29	16531	1540	761879	78264	78264
2021/6/29	1325	1494.14	1.05019537596994	8.28980636775068	795026	35	34.86	14735	523	571.71	16159	1690	763569	72711	72711
2021/6/30	1809	1497.43	1.43381391330538	8.30803617427695	796835	41	32.57	14776	517	555.71	16272	1708	765277	83763	83763
2021/7/1	1738	1512.14	1.37753929315907	8.38967400350329	798573	21	29.14	14797	511	544.43	16249	1672	766949	87030	87030
2021/7/2	1760	1514	1.39497649940159	8.39997780719206	800333	22	28.29	14819	501	533.57	16192	1773	768722	77274	77274
2021/7/3	1870	1551	1.48216253061419	8.60526128068354	802203	18	26.43	14837	496	523.43	16350	1692	770414	58187	58187
2021/7/4	1449	1573	1.14847781115506	8.72732172438118	803652	6	25.43	14843	491	513	16199	1561	771975	17281	17281
2021/7/5	1108	1579.86	0.878201114395999	8.76536653800122	804760	14	22.43	14857	481	502.86	15739	1593	773568	71451	71451
2021/7/6	1591	1617.86	1.26102705144768	8.97619821347896	806351	22	20.57	14879	480	496.71	15423	1838	775406	65498	65498
2021/7/7	2148	1666.29	1.70250540949694	9.24488970967052	808499	13	16.57	14892	464	489.14	16127	1504	776910	72974	72974
2021/7/8	2257	1740.43	1.78889884042579	9.65624925693723	810756	20	16.43	14912	441	479.14	16629	1600	778510	77052	77052
2021/7/9	2248	1810.14	1.78176543787203	10.0430381954077	813004	16	15.57	14928	428	468.71	17015	1813	780323	76708	76708
2021/7/10	2442	1891.86	1.9355298929197	10.4964055577132	815446	15	15.14	14943	425	458.57	17906	1545	781868	57145	57145
2021/7/11	2015	1972.71	1.59708957175807	10.9450173183162	817461	7	15.29	14950	432	450.14	18332	1589	783457	20668	20668
2021/7/12	1552	2036.14	1.2301156403814	11.2969318443016	819013	4	13.86	14954	424	442	18354	1544	785001	66869	92227
2021/7/13	2300	2137.43	1.82298065262707	11.858885445481	821313	12	12.43	14966	412	432.29	18873	1764	786765	66259	96713
2021/7/14	3161	2282.14	2.5054094969366	12.6617895329207	824474	19	13.29	14985	396	422.57	20047	1839	788604	79467	120257
2021/7/15	3411	2447	2.70355956787433	13.5764502603692	827885	24	13.86	15009	376	413.29	21555	1877	790481	82879	134693
2021/7/16	3412	2613.29	2.70435216815808	14.4990369906552	831297	13	13.43	15022	382	406.71	23244	1740	792221	84031	132364
2021/7/17	3799	2807.14	3.01108847796967	15.5745955757052	835096	13	13.14	15035	378	400	25121	1817	794038	65239	103473
2021/7/18	3095	2961.43	2.45309787820904	16.4306038821562	838191	8	13.29	15043	392	394.29	26315	1854	795892	23732	54333
2021/7/19	2466	3092	1.95455229972972	17.1550405415045	840657	12	14.43	15055	406	391.71	26612	2255	798147	77516	113495
2021/7/20	3585	3275.57	2.84147201724698	18.1735319061244	844242	19	15.43	15074	390	388.57	27797	2323	800470	72378	117189
2021/7/21	4893	3523	3.87819318839316	19.546315597581	849135	18	15.29	15092	392	388	29973	2510	802980	88955	144954
2021/7/22	5272	3788.86	4.17858869593475	21.0213447256414	854407	9	13.14	15101	431	395.86	33006	2205	805185	47103	92383
2021/7/23	4336	3920.86	3.43671483034391	21.7537073878272	858743	9	12.57	15110	436	403.57	35017	2445	807630	36564	81526
2021/7/24	3512	3879.86	2.78361219653317	21.5262311063907	862255	8	11.86	15118	448	413.57	35436	3135	810765	85365	129629
2021/7/25	4768	4118.86	3.7791181529243	22.852251381106	867023	5	11.43	15123	466	424.14	37223	2849	813614	30386	69206
2021/7/26	5030	4485.14	3.98677942726703	24.8844785086433	872053	8	10.86	15131	514	439.57	38793	3251	816865	81651	121050
2021/7/27	7306	5016.71	5.79073767308409	27.8337441644804	879359	14	10.14	15145	522	458.43	42267	3750	820615	92595	140218
2021/7/28	9463	5669.57	7.50037648513478	31.455927461222	888822	8	8.71	15153	539	479.43	47829	3455	824070	99678	164437
2021/7/29	10415	6404.29	8.25493195526564	35.5322707205529	899237	13	9.29	15166	626	507.29	54401	3714	827784	103350	174233
2021/7/30	11021	7359.29	8.73524772721869	40.8308036174277	910258	11	9.57	15177	667	540.29	61513	3866	831650	104740	172897
2021/7/31	12054	8579.57	9.55400382033337	47.6011952412279	922312	8	9.57	15185	691	575	69183	4271	835921	89094	148582
2021/8/1	10049	9334	7.96484025141281	51.7869173397164	932361	5	9.57	15190	704	609	75631	3534	839455	35322	82194
2021/8/2	8870	9882.57	7.0303645168705	54.8305024293199	941231	7	9.43	15197	754	643.29	79573	5074	844529	104544	156461
2021/8/3	11630	10500.29	9.21794130002299	58.2577060562588	952861	15	9.57	15212	777	679.71	86144	4712	849241	107797	173320
2021/8/4	14046	11155	11.1328635855652	61.8901931566892	966907	9	9.71	15221	823	720.29	93685	5847	855088	115801	193559
2021/8/5	15217	11841	12.0609985178375	65.696259719261	982124	12	9.57	15233	1020	776.57	102551	6310	861398	113376	195462
2021/8/6	15576	12491.71	12.345542019704	69.3065540117463	997700	15	10.14	15248	1068	833.86	109705	8719	870117	121161	201163
2021/8/7	15490	12982.57	12.2773783953015	72.0299285867144	1013190	18	11.57	15266	1138	897.71	117047	8079	878196	102291	172076
2021/8/8	14502	13618.71	11.4942893149556	75.5593776502572	1027692	7	11.86	15273	1190	967.14	123044	8304	886500	46436	100646
2021/8/9	12317	14111.14	9.76245769495985	78.2914708283466	1040009	17	13.29	15290	1230	1035.14	126268	9192	895692	48809	93918
2021/8/10	10854	14000.29	8.60288347983229	77.6764130081559	1050863	14	13.14	15304	1332	1114.43	126674	10611	906303	119250	168784
2021/8/11	15047	14143.29	11.9262564695998	78.4698058921905	1065910	19	14.57	15323	1404	1197.43	129956	11115	917418	130795	203028
2021/8/12	18210	14570.86	14.4332511671039	80.842058541457	1084120	28	16.86	15351	1478	1262.86	137246	9926	927344	133584	204886
2021/8/13	20481	15271.57	16.2332464115022	84.7297629332551	1104601	25	18.29	15376	1521	1327.57	145674	12452	939796	126438	192464
2021/8/14	20099	15930	15.9304731031094	88.382857641063	1124700	17	18.14	15393	1563	1388.29	153626	11991	951787	98383	153428
2021/8/15	16157	16166.43	12.8060427845633	89.6946111106708	1140857	8	18.29	15401	1603	1447.29	156406	13124	964911	45401	80239
2021/8/16	15371	16602.71	12.1830589615351	92.115212377246	1156228	23	19.14	15424	1646	1506.71	157758	14217	979128	123776	160079
2021/8/17	19227	17798.86	15.2393256556786	98.7516545530923	1175455	36	22.29	15460	1716	1561.57	161699	14630	993758	140551	200283
2021/8/18	22828	18910.43	18.0934792774656	104.918877360958	1198283	34	24.43	15494	1765	1613.14	168699	14551	1008309	154622	224805
2021/8/19	25319	19926	20.0678465842891	110.553472778143	1223602	33	25.14	15527	1816	1661.43	181106	12438	1020747	156357	239680
2021/8/20	24937	20562.57	19.7650732758962	114.085299642537	1248539	29	25.71	15556	1888	1713.86	193355	13167	1033914	167018	252823
2021/8/21	25113	21278.86	19.9045709258364	118.059397465264	1273652	33	28	15589	1891	1760.71	203540	14703	1048617	134014	204393
2021/8/22	22902	22242.43	18.1521316984631	123.405486379164	1296554	35	31.86	15624	1898	1802.86	211710	14071	1062688	59681	108263
2021/8/23	17977	22614.71	14.24857530099	125.471002718619	1314531	32	33.14	15656	1935	1844.14	209563	20868	1083556	151254	207378
2021/8/24	20760	22833.71	16.4543818906687	126.686058953609	1335291	30	32.29	15686	1964	1879.57	212567	15680	1099236	160858	231700
2021/8/25	23689	22956.71	18.7759081217751	127.368487797919	1358980	44	33.71	15730	1974	1909.43	217971	15583	1114819	162767	250835
2021/8/26	26042	23060	20.640896589441	127.941537803071	1385022	60	37.57	15790	2000	1935.71	225403	17403	1132222	168857	269822
2021/8/27	22567	22721.43	17.8866106034066	126.063075130581	1407589	54	41.14	15844	2060	1960.29	229624	17933	1150155	162392	272564
2021/8/28	22911	22406.86	18.1592651010169	124.317769305761	1430500	45	42.86	15889	2070	1985.86	231359	19265	1169420	137121	227460
2021/8/29	19987	21990.43	15.8417018713293	122.007339478628	1450487	50	45	15939	2075	2011.14	231596	17946	1187366	52506	116786
2021/8/30	14950	21558	11.849374242076	119.608138419714	1465437	48	47.29	15987	2110	2036.14	215627	40428	1227794	141588	202617
2021/8/31	16816	20994.57	13.3283663715552	116.4821229006	1482253	47	49.71	16034	2092	2054.43	208512	23178	1250972	149127	232733
2021/9/1	21064	20619.57	16.695332376929	114.401547155754	1503317	82	55.14	16116	2158	2080.71	205577	23219	1274191	150671	239984
2021/9/2	17444	19391.29	13.8261193497507	107.586769916064	1520761	61	55.29	16177	2221	2112.29	204310	18796	1292987	138309	222888
2021/9/3	16840	18573.14	13.3473887783652	103.047548091022	1537601	63	56.57	16240	2223	2135.57	199984	22616	1315603	136966	225244
2021/9/4	15458	17508.43	12.2520151862214	97.1402981762268	1553059	66	59.57	16306	2207	2155.14	191003	24234	1339837	105589	186324
2021/9/5	14357	16704.14	11.3793622738117	92.6779585787092	1567416	41	58.29	16347	2198	2172.71	184559	20687	1360524	47119	101151
2021/9/6	9134	15873.29	7.23961099178073	88.0681953284139	1576550	33	56.14	16380	2209	2186.86	177367	16651	1377175	115285	165601
2021/9/7	10463	14965.71	8.29297676888568	83.0328057257444	1587013	49	56.43	16429	2211	2203.86	165207	23551	1400726	125316	206060
2021/9/8	12108	13686.29	9.59680423565592	75.9342775844714	1599121	89	57.43	16518	2173	2206	157731	19355	1420081	123429	199933
2021/9/9	10715	12725	8.49271204039091	70.6008702751116	1609836	78	59.86	16596	2125	2192.29	150024	18707	1438788	121232	208131
2021/9/10	9153	11626.86	7.254670397172	64.5081518939184	1618989	87	63.29	16683	2057	2168.57	140946	18922	1457710	120085	208431
2021/9/11	9058	10712.57	7.17937337021567	59.4355100779126	1628047	52	61.29	16735	2010	2140.43	133515	16510	1474220	89645	166406
2021/9/12	7445	9725.14	5.90090911252546	53.9570569166264	1635492	55	63.29	16790	1975	2108.57	123774	17390	1491610	41496	90512
2021/9/13	4888	9118.57	3.87423018697441	50.59167611182	1640380	49	65.57	16839	1905	2065.14	112159	16753	1508363	94747	140606
2021/9/14	5860	8461	4.64463766278028	46.9433370057146	1646240	48	65.43	16887	1834	2011.29	104034	13731	1522094	99343	174862
2021/9/15	6679	7685.43	5.29377729517227	42.640310065231	1652919	65	62	16952	1743	1949.86	96586	13935	1536029	102336	188016
2021/9/16	6007	7012.86	4.76114990449167	38.9087479293318	1658926	71	61	17023	1615	1877	90597	11875	1547904	95696	185709
2021/9/17	5109	6435.14	4.04939484968336	35.7034723818431	1664035	67	58.14	17090	1559	1805.86	83869	12240	1560144	95761	181073
2021/9/18	4998	5855.14	3.96141621818701	32.4855152298145	1669033	59	59.14	17149	1496	1732.43	77198	11809	1571953	73278	138344
2021/9/19	3561	5300.29	2.82244961043696	29.407055727726	1672594	48	58.14	17197	1454	1658	70628	10269	1582222	29830	68494
2021/9/20	2400	4944.86	1.90224068100216	27.4350662217537	1674994	29	55.29	17226	1429	1590	65164	7932	1590154	30288	57566
2021/9/21	1995	4392.71	1.58123756608305	24.3716661250565	1676989	43	54.57	17269	1383	1525.57	58190	9659	1599813	84808	137174
2021/9/22	2829	3842.71	2.2422662027313	21.3201550326155	1679818	43	51.43	17312	1273	1458.43	51671	9145	1608958	97536	169518
2021/9/23	3451	3477.57	2.73526357922436	19.2942687073482	1683269	56	49.29	17368	1228	1403.14	47557	7339	1616297	56368	122407
2021/9/24	2469	3100.43	1.95693010058098	17.2018039582458	1685738	46	46.29	17414	1185	1349.71	42895	7419	1623716	70131	144349
2021/9/25	2475	2740	1.96168570228348	15.2020734423423	1688213	32	42.43	17446	1133	1297.86	39384	6012	1629728	96210	169402
2021/9/26	2283	2557.43	1.80950644780331	14.1891302797086	1690496	29	39.71	17475	1106	1248.14	36683	4854	1634582	26352	71583
2021/9/27	1367	2409.86	1.08348458788748	13.370374186594	1691863	29	39.71	17504	1062	1195.71	33850	4332	1638914	74728	110744
2021/9/28	1566	2348.57	1.24121204435391	13.0303486648648	1693429	40	39.29	17544	998	1140.71	30919	4434	1643348	77075	146268
2021/9/29	1991	2228.86	1.57806716494804	12.3661496270816	1695420	54	40.86	17598	932	1092	27943	4892	1648240	84056	160619
2021/9/30	1665	1973.71	1.31967947244525	10.9505655203025	1697085	43	39	17641	778	1027.71	25513	3991	1652231	92175	168873
2021/10/1	1506	1836.14	1.19365602732886	10.1872914470503	1698591	35	37.43	17676	719	961.14	23467	3595	1655826	86137	159101
2021/10/2	1250	1661.14	0.990750354688627	9.21635609945548	1699841	33	37.57	17709	696	898.71	21041	3708	1659534	50068	95907
2021/10/3	954	1471.29	0.75614067069836	8.16299032235054	1700795	14	35.43	17723	693	839.71	18867	3120	1662654	20806	51772
2021/10/4	706	1376.86	0.559575800328136	7.63908153479119	1701501	26	35	17749	655	781.57	17457	2153	1664807	71796	95249
2021/10/5	886	1279.71	0.702243851403299	7.10011334184058	1702387	33	34	17782	612	726.43	15555	2772	1667579	64234	108941
2021/10/6	1068	1147.86	0.846497103045963	6.36854327993849	1703455	30	30.57	17812	595	678.29	14122	2416	1669995	64770	121069
2021/10/7	987	1051	0.78229648006214	5.83116028755538	1704442	37	29.71	17849	526	642.29	12809	2338	1672333	67083	132043
2021/10/8	864	959.29	0.684806645160779	5.3223109053873	1705306	46	31.29	17895	501	611.14	11906	1827	1674160	66176	133560
2021/10/9	778	891.86	0.616643020758201	4.94820357145688	1706084	25	30.14	17920	483	580.71	10871	1766	1675926	52311	106529
2021/10/10	572	837.29	0.453367362305516	4.64543026306403	1706656	14	30.14	17934	478	550	10351	1084	1677010	18222	58308
2021/10/11	408	794.71	0.323380915770368	4.40923537850627	1707064	18	29	17952	444	519.86	9554	1222	1678232	58083	88015
2021/10/12	542	745.57	0.429589353792989	4.13658088089596	1707606	27	28.14	17979	413	491.43	8628	1458	1679690	59384	111021
2021/10/13	706	693.86	0.559575800328136	3.84965957817813	1708312	34	28.71	18013	381	460.86	8061	1210	1680900	61309	125154
2021/10/14	612	640.29	0.485071373655552	3.55243447177154	1708924	31	27.86	18044	357	436.71	7602	1060	1681960	62866	138290
2021/10/15	525	591.86	0.416115148969223	3.28374297557998	1709449	26	25	18070	335	413	7135	1083	1683043	65049	139550
2021/10/16	499	552	0.3955075415917	3.06260749641348	1709948	14	23.43	18084	317	389.29	6641	989	1684032	47111	109281
2021/10/17	408	528.57	0.323380915770368	2.93262104987834	1710356	11	23	18095	312	365.57	6349	662	1684694	16861	58754
2021/10/18	288	511.43	0.22826888172026	2.83750901582823	1710644	18	23	18113	294	344.14	5944	720	1685414	55547	84605
2021/10/19	342	482.86	0.271069297042808	2.67898895907805	1710986	25	22.71	18138	276	324.57	5497	781	1686195	54347	105667
2021/10/20	369	434.71	0.292469504704083	2.41188266345399	1711355	11	19.43	18149	260	307.29	5079	564	1686759	58895	125198
2021/10/21	340	395.86	0.269484096475307	2.19629538627375	1711695	16	17.29	18165	217	287.29	4774	641	1687400	59780	136247
2021/10/22	304	364.29	0.240950486260274	2.0211307235648	1711999	10	15	18175	208	269.14	4389	724	1688124	62273	134086
2021/10/23	291	334.57	0.230646682571512	1.85626986454461	1712290	8	14.14	18183	208	253.57	4101	589	1688713	47723	109600
2021/10/24	239	310.43	0.189431467816465	1.72232041659071	1712529	8	13.71	18191	202	237.86	3917	392	1689105	20701	62284
2021/10/25	160	292.14	0.126816045400144	1.62086758027059	1712689	8	12.29	18199	197	224	3691	405	1689510	55889	87324
2021/10/26	258	280.14	0.204490873207733	1.55428915643552	1712947	14	10.71	18213	184	210.86	3317	618	1690128	53826	108472
2021/10/27	340	276	0.269484096475307	1.53130374820674	1713287	7	10.14	18220	177	199	3172	467	1690595	55290	124069
2021/10/28	265	265.29	0.210039075193989	1.47185872692542	1713552	9	9.14	18229	145	188.71	3031	422	1691017	63540	139805
2021/10/29	4344	842.43	3.44305563261392	4.67396387327907	1717896	16	10	18245	134	178.14	2853	4484	1695501	59706	135924
2021/10/30	281	841	0.222720679734003	4.66603787044156	1718177	8	10	18253	124	166.14	2776	331	1695832	40740	101724
2021/10/31	240	841.14	0.190224068100216	4.66683047072531	1718417	7	9.86	18260	122	154.71	2781	238	1696070	15414	56097
2021/11/1	96	832	7.60896272400866E-02	4.61610405256525	1718513	7	9.71	18267	120	143.71	2589	276	1696346	54986	81901
2021/11/2	191	822.43	0.151386654196422	4.56299983355394	1718704	7	8.71	18274	115	133.86	2422	357	1696703	48366	89716
2021/11/3	227	806.29	0.179920264411455	4.47343600149009	1718931	8	8.86	18282	109	124.14	2336	294	1696997	23799	69874
2021/11/4	191	795.71	0.151386654196422	4.41478358049252	1719122	6	8.43	18288	103	118.14	2280	268	1697265	43068	95302
2021/11/5	195	203	0.154557055331426	1.12628500321003	1719317	10	7.57	18298	100	113.29	2160	337	1697602	49679	104745
2021/11/6	229	195.57	0.181505464978956	1.08506978845498	1719546	3	6.86	18301	100	109.86	2112	250	1697852	39063	88346
2021/11/7	158	183.86	0.125230844832642	1.02007656518741	1719704	1	6	18302	101	106.86	2128	171	1698023	14406	50816
2021/11/8	114	186.43	9.03564323476028E-02	1.03434337029493	1719818	3	5.43	18305	99	103.86	2023	228	1698251	55361	80345
2021/11/9	187	185.86	0.148216253061419	1.03117296915992	1720005	3	4.86	18308	96	101.14	1882	1705	1699956	48268	94326
2021/11/10	196	181.43	0.155349655615177	1.00660236036364	1720201	2	4	18310	92	98.71	1856	214	1700170	45900	103243
2021/11/11	213	184.57	0.168823860438942	1.02403956660616	1720414	5	3.86	18315	87	96.43	1860	211	1700381	50334	115576
2021/11/12	177	182	0.14029025022391	1.00977276149865	1720591	0	2.43	18315	83	94	1823	276	1700657	49790	115022
2021/11/13	194	177	0.153764455047675	0.982031751567367	1720785	2	2.29	18317	85	91.86	1789	212	1700869	32681	86758
2021/11/14	138	174.14	0.109378839157624	0.966179745892349	1720923	2	2.43	18319	85	89.57	1779	151	1701020	12582	51904
2021/11/15	91	170.86	0.072126625821332	0.947949939366078	1721014	0	2	18319	82	87.14	1715	183	1701203	53236	77248
2021/11/16	128	162.43	0.101452836320115	0.901186522624775	1721142	4	2.14	18323	78	84.57	1544	247	1701450	45407	90049
2021/11/17	200	163	0.15852005675018	0.904356923759779	1721342	5	2.57	18328	76	82.29	1533	175	1701625	46236	104501
2021/11/18	158	155.14	0.125230844832642	0.860763908153479	1721500	6	2.71	18334	62	78.71	1512	188	1701813	49200	113647
2021/11/19	150	151.29	0.118890042562635	0.839363700492205	1721650	0	2.71	18334	62	75.71	1484	251	1702064	47472	109689
2021/11/20	108	139	8.56008306450974E-02	0.771200076089627	1721758	5	3.14	18339	62	72.43	1402	173	1702237	35428	92757
2021/11/21	135	138.57	0.107001038306372	0.768822275238374	1721893	0	2.86	18339	63	69.29	1401	125	1702362	13687	52533
2021/11/22	48	132.43	3.80448136200433E-02	0.734740463037086	1721941	2	3.14	18341	60	66.14	1357	120	1702482	49110	73702
2021/11/23	93	127.43	7.37118263888338E-02	0.706999453105804	1722034	2	2.86	18343	58	63.29	1257	176	1702658	22928	68326
2021/11/24	77	109.86	6.10302218488194E-02	0.609509618204443	1722111	1	2.29	18344	58	60.71	1235	98	1702756	44429	97330
2021/11/25	111	103.14	8.79786314963501E-02	0.572257404868151	1722222	1	1.57	18345	51	59.14	1211	123	1702879	49691	121288
2021/11/26	113	97.86	8.95638320638519E-02	0.542931194369368	1722335	4	2.14	18349	50	57.43	1147	205	1703084	55095	123910
2021/11/27	113	98.57	8.95638320638519E-02	0.546894195788122	1722448	1	1.57	18350	43	54.71	1132	133	1703217	33227	94940
2021/11/28	69	89.14	5.46894195788122E-02	0.494582577060563	1722517	0	1.57	18350	43	51.86	1073	137	1703354	20072	61777
2021/11/29	72	92.57	5.70672204300649E-02	0.513604983870584	1722589	1	1.43	18351	41	49.14	1040	98	1703452	49493	74547
2021/11/30	75	90	5.94450212813176E-02	0.499338178763068	1722664	1	1.29	18352	43	47	1050	62	1703514	44752	85794
2021/12/1	122	96.43	0.09669723461761	0.535005191531859	1722786	2	1.43	18354	38	44.14	1049	134	1703648	45580	98903
