日付	国内合計	北海道	青森県	岩手県	宮城県	秋田県	山形県	福島県	茨城県	栃木県	群馬県	埼玉県	千葉県	東京都	神奈川県	新潟県	富山県	石川県	福井県	山梨県	長野県	岐阜県	静岡県	愛知県	三重県	滋賀県	京都府	大阪府	兵庫県	奈良県	和歌山県	鳥取県	島根県	岡山県	広島県	山口県	徳島県	香川県	愛媛県	高知県	福岡県	佐賀県	長崎県	熊本県	大分県	宮崎県	鹿児島県	沖縄県
2020/1/16																																																
2020/1/17																																																
2020/1/18																																																
2020/1/19																																																
2020/1/20																																																
2020/1/21																																																
2020/1/22																																																
2020/1/23																																																
2020/1/24																																																
2020/1/25																																																
2020/1/26																																																
2020/1/27																																																
2020/1/28																																																
2020/1/29																																																
2020/1/30																																																
2020/1/31																																																
2020/2/1																																																
2020/2/2																																																
2020/2/3																																																
2020/2/4																																																
2020/2/5																																																
2020/2/6																																																
2020/2/7																																																
2020/2/8																																																
2020/2/9																																																
2020/2/10																																																
2020/2/11																																																
2020/2/12																																																
2020/2/13																																																
2020/2/14																																																
2020/2/15																																																
2020/2/16																																																
2020/2/17																																																
2020/2/18																																																
2020/2/19																																																
2020/2/20																																																
2020/2/21																																																
2020/2/22																																																
2020/2/23																																																
2020/2/24																																																
2020/2/25																																																
2020/2/26																																																
2020/2/27																																																
2020/2/28																																																
2020/2/29																																																
2020/3/1																																																
2020/3/2																																																
2020/3/3																																																
2020/3/4																																																
2020/3/5																																																
2020/3/6																																																
2020/3/7																																																
2020/3/8																																																
2020/3/9																																																
2020/3/10																																																
2020/3/11																																																
2020/3/12																																																
2020/3/13																																																
2020/3/14																																																
2020/3/15																																																
2020/3/16																																																
2020/3/17																																																
2020/3/18																																																
2020/3/19																																																
2020/3/20																																																
2020/3/21																																																
2020/3/22																																																
2020/3/23																																																
2020/3/24																																																
2020/3/25																																																
2020/3/26																																																
2020/3/27																																																
2020/3/28																																																
2020/3/29																																																
2020/3/30																																																
2020/3/31																																																
2020/4/1																																																
2020/4/2																																																
2020/4/3																																																
2020/4/4																																																
2020/4/5																																																
2020/4/6																																																
2020/4/7																																																
2020/4/8																																																
2020/4/9																																																
2020/4/10																																																
2020/4/11																																																
2020/4/12																																																
2020/4/13																																																
2020/4/14																																																
2020/4/15																																																
2020/4/16																																																
2020/4/17																																																
2020/4/18																																																
2020/4/19																																																
2020/4/20																																																
2020/4/21																																																
2020/4/22																																																
2020/4/23																																																
2020/4/24																																																
2020/4/25																																																
2020/4/26																																																
2020/4/27																																																
2020/4/28																																																
2020/4/29																																																
2020/4/30																																																
2020/5/1																																																
2020/5/2																																																
2020/5/3																																																
2020/5/4																																																
2020/5/5																																																
2020/5/6																																																
2020/5/7																																																
2020/5/8																																																
2020/5/9																																																
2020/5/10																																																
2020/5/11																																																
2020/5/12																																																
2020/5/13																																																
2020/5/14																																																
2020/5/15																																																
2020/5/16																																																
2020/5/17	1.32681287499901	2.64761904761905	0	0	0	0	1.11317254174397	0.541711809317443	0.41958041958042	1.5511892450879	0.514933058702369	0.802721088435374	1.27815945039144	2.79433948710581	2.55490323983475	0	1.14942528735632	1.66959578207381	1.953125	0.863131935881628	0.683260126891166	0.352289884247609	0.384193194291987	0.33103813559322	0	0.424328147100424	0.387146728610143	3.48507208536724	2.52469813391877	0	0	0	0.890207715133531	0	0.285306704707561	0.368188512518409	0	0	0.224047796863331	0	1.21473354231975	0.122699386503067	0	0.5720823798627	0	0	0	1.99587061252581
2020/5/18	1.30303486648648	2.45714285714286	0	0	0	0	1.2987012987013	0.595882990249187	0.384615384615385	1.80972078593588	0.463439752832132	0.789115646258503	1.27815945039144	2.70095539113569	2.5440313111546	0	1.24521072796935	1.93321616871705	1.82291666666667	0.863131935881628	0.634455832113226	0.352289884247609	0.356750823271131	0.291313559322034	0	0.495049504950495	0.464576074332172	3.32614371665342	2.39663373582144	0	0	0	1.03857566765579	0	0.320970042796006	0.441826215022091	0	0	0.298730395817774	0	1.37147335423197	0	0	0.51487414187643	0	0	0	1.92704748795595
2020/5/19	1.26419745258269	2.30476190476191	0	0	0	0	1.2987012987013	0.650054171180932	0.34965034965035	1.80972078593588	0.411946446961895	0.748299319727891	1.26218245726154	2.65067164715179	2.5222874537943	0	1.14942528735632	1.84534270650264	1.82291666666667	0.863131935881628	0.585651537335286	0.352289884247609	0.329308452250274	0.264830508474576	0	0.495049504950495	0.503290747193186	3.16721534793961	2.30515916575192	0	0	0	1.03857566765579	0	0.249643366619116	0.515463917525773	0	0	0.448095593726662	0	1.31269592476489	0	0	0.45766590389016	0	0	0	1.92704748795595
2020/5/20	1.22456743839514	2.28571428571429	0	0	0	0	1.2987012987013	0.595882990249187	0.314685314685315	1.80972078593588	0.360453141091658	0.680272108843537	1.24620546413165	2.59320451117017	2.46792781039356	0	0.957854406130268	1.84534270650264	1.82291666666667	0.863131935881628	0.536847242557345	0.352289884247609	0.301866081229418	0.211864406779661	0	0.495049504950495	0.5420054200542	3.076399137246	2.15879985364069	0.075187969924812	0	0	1.03857566765579	0	0.249643366619116	0.515463917525773	0	0	0.522778192681105	0	1.21473354231975	0	0	0.40045766590389	0	0	0	1.92704748795595
2020/5/21	1.17621882108634	2.26666666666667	0	0	0	0	1.2987012987013	0.487540628385699	0.27972027972028	1.80972078593588	0.360453141091658	0.639455782312925	1.1343665122224	2.50700380719776	2.40269623831268	0	0.766283524904214	1.84534270650264	1.82291666666667	0.863131935881628	0.488042947779405	0.352289884247609	0.274423710208562	0.158898305084746	0	0.495049504950495	0.658149438637244	2.92882279486888	2.04903036955726	0.150375939849624	0	0	1.03857566765579	0	0.249643366619116	0.515463917525773	0	0	0.522778192681105	0	1.09717868338558	0	0	0.40045766590389	0	0	0	1.92704748795595
2020/5/22	1.13024800462879	2.26666666666667	0	0	0	0	1.20593692022263	0.37919826652221	0.20979020979021	1.80972078593588	0.360453141091658	0.612244897959184	1.05448154657294	2.42798649522304	2.35920852359208	0	0.574712643678161	1.84534270650264	1.82291666666667	0.863131935881628	0.439238653001464	0.352289884247609	0.246981339187706	0.105932203389831	0	0.495049504950495	0.735578784359272	2.80395050516517	1.92096597145993	0.150375939849624	0	0	1.03857566765579	0	0.249643366619116	0.515463917525773	0	0	0.522778192681105	0	0.999216300940439	0	0	0.34324942791762	0	0	0	1.8582243633861
2020/5/23	1.08110678703623	2.24761904761905	0	0	0	0	1.11317254174397	0.270855904658722	0.174825174825175	1.80972078593588	0.360453141091658	0.585034013605442	0.97459658092347	2.34178579125063	2.31572080887149	0	0.383141762452107	1.84534270650264	1.82291666666667	0.863131935881628	0.390434358223524	0.352289884247609	0.21953896816685	7.94491525423729E-02	0	0.495049504950495	0.813008130081301	2.63367011011466	1.7746066593487	0.150375939849624	0	0	1.03857566765579	0	0.249643366619116	0.515463917525773	0	0	0.522778192681105	0	0.901253918495298	0	0	0.28604118993135	0	0	0	1.78940123881624
2020/5/24	1.03117296915992	2.20952380952381	0	0	0	0	1.02040816326531	0.162513542795233	0.13986013986014	1.80972078593588	0.360453141091658	0.557823129251701	0.894711615274005	2.24840169528051	2.2722330941509	0	0.191570881226054	1.84534270650264	1.82291666666667	0.863131935881628	0.341630063445583	0.352289884247609	0.192096597145993	5.29661016949153E-02	0	0.495049504950495	0.890437475803329	2.46338971506414	1.66483717526528	0.150375939849624	0	0	1.03857566765579	0	0.249643366619116	0.515463917525773	0	0	0.373412994772218	0	0.803291536050157	0	0	0.22883295194508	0	0	0	1.78940123881624
2020/5/25	0.985202152702371	2.19047619047619	0	0	0	0	0.927643784786642	0.108342361863489	0.104895104895105	1.75801447776629	0.360453141091658	0.517006802721088	0.814826649624541	2.15501759931039	2.23961730811046	0	9.57854406130268E-02	1.84534270650264	1.82291666666667	0.739827373612824	0.341630063445583	0.352289884247609	0.192096597145993	2.64830508474576E-02	0	0.495049504950495	0.929152148664344	2.33851742536043	1.53677277716795	0.150375939849624	0.324324324324324	0	1.03857566765579	0	0.21398002853067	0.515463917525773	0	0	0.224047796863331	0	0.744514106583072	0	0	0.17162471395881	0	0	0	1.51410874053682
2020/5/26	0.935268334826064	2.17142857142857	0	0	0	0	0.834879406307978	5.41711809317443E-02	6.99300699300699E-02	1.70630816959669	0.360453141091658	0.517006802721088	0.734941683975076	2.04008332734717	2.18525766470972	0	0	1.84534270650264	1.82291666666667	0.61652281134402	0.341630063445583	0.352289884247609	0.192096597145993	0	0	0.495049504950495	0.851722802942315	2.19094108298331	1.44529820709843	0.150375939849624	0.324324324324324	0	1.03857566765579	0	0.178316690442225	0.515463917525773	0	0	7.46825989544436E-02	0	0.685736677115987	0	0	0.11441647597254	0	0	0	1.44528561596696
2020/5/27	0.888504918084761	2.05714285714286	0	0	0	0	0.742115027829314	0	0.034965034965035	1.5511892450879	0.360453141091658	0.54421768707483	0.655056718325611	1.94669923137706	2.17438573602957	0	0	1.84534270650264	1.82291666666667	0.493218249075216	0.341630063445583	0.352289884247609	0.192096597145993	0	0	0.495049504950495	0.774293457220287	2.0093086615961	1.3172338090011	0.075187969924812	0.324324324324324	0	1.03857566765579	0	0.14265335235378	0.515463917525773	0	0	7.46825989544436E-02	0	0.685736677115987	0	0	0.05720823798627	0	0	0	1.37646249139711
2020/5/28	0.85283790531597	1.96190476190476	0	0	0	0	0.649350649350649	0	0	1.39607032057911	0.360453141091658	0.557823129251701	0.623102732065825	1.87486531140004	2.17438573602957	0	0	1.84534270650264	1.82291666666667	0.369913686806412	0.341630063445583	0.352289884247609	0.192096597145993	0	0	0.495049504950495	0.658149438637244	1.88443637189238	1.18916941090377	0	0.324324324324324	0	1.03857566765579	0	0.106990014265335	0.515463917525773	0	0	0.149365197908887	0	0.724921630094044	0	0	0	0	0	0	1.2388162422574
2020/5/29	0.812415290844674	1.86666666666667	0	0	0	0	0.649350649350649	0	0	1.24095139607032	0.360453141091658	0.557823129251701	0.591148745806039	1.79584799942533	2.13089802130898	0	0	1.84534270650264	1.69270833333333	0.246609124537608	0.341630063445583	0.352289884247609	0.164654226125137	0	0	0.495049504950495	0.580720092915215	1.75956408218867	1.06110501280644	0	0.324324324324324	0	0.890207715133531	0	7.13266761768902E-02	0.515463917525773	0	0	0.224047796863331	0	0.705329153605016	0	0	0	0	0	0	1.16999311768754
2020/5/30	0.77357787694088	1.75238095238095	0	0	0	0	0.649350649350649	0	0	1.08583247156153	0.360453141091658	0.54421768707483	0.559194759546253	1.70964729545291	2.08741030658839	0	0	1.84534270650264	1.5625	0.123304562268804	0.341630063445583	0.352289884247609	0.137211855104281	0	0	0.495049504950495	0.503290747193186	1.68009989783176	0.951335528723015	0	0.324324324324324	0	0.741839762611276	0	3.56633380884451E-02	0.515463917525773	0	0	0.298730395817774	0	0.685736677115987	0	0	0	0	0	0	1.10116999311769
2020/5/31	0.733947862753335	1.67619047619048	0	0	0	0	0.649350649350649	0	0	0.93071354705274	0.360453141091658	0.530612244897959	0.527240773286468	1.6162631994828	2.0439225918678	0	0	1.84534270650264	1.43229166666667	0	0.341630063445583	0.352289884247609	0.109769484083425	0	0	0.495049504950495	0.425861401471158	1.58928368713815	0.84156604463959	0	0.324324324324324	0	0.593471810089021	0	0	0.515463917525773	0	0	0.373412994772218	0	0.666144200626959	0	0	0	0	0	0	0.963523743977977
2020/6/1	0.700658650835797	1.6	0	0	0	0	0.649350649350649	0	0	0.827300930713547	0.360453141091658	0.530612244897959	0.495286787026682	1.54442927950578	2.01130680582735	0	0	1.75746924428822	1.30208333333333	0	0.292825768667643	0.352289884247609	8.23271130625686E-02	0	0	0.495049504950495	0.348432055749129	1.48711545010784	0.75009147457007	0	0	0	0.593471810089021	0	0	0.515463917525773	0	0	0.448095593726662	0	0.646551724137931	0	0	0	0	0	0	1.10116999311769
2020/6/2	0.664199037783256	1.52380952380952	0	0	0	0	0.649350649350649	0	0	0.672182006204757	0.360453141091658	0.503401360544218	0.463332800766896	1.49414553552187	1.92433137638617	0	0	1.66959578207381	1.171875	0	0.244021473889702	0.352289884247609	5.48847420417124E-02	0	0	0.495049504950495	0.309717382888115	1.39629923941424	0.640321990486645	0	0	0	0.593471810089021	0	0	0.515463917525773	0	0	0.522778192681105	0	0.626959247648903	0	0	0	0	0	0	1.03234686854783
